,hgr_id,searched_name,fuzzy,gname_name,gname_adminCode1,gname_adminName1,gname_countryCode,gname_countryId,gname_countryName,gname_fcl,gname_fclName,gname_fcode,gname_fcodeName,gname_geonameId,gname_lat,gname_lng,gname_population,gname_toponymName,north_bound,south_bound,east_bound,west_bound,url
1005,673,Сызрань,1.0,,,,,,,,,,,,,,,,58.316667,50.316667,44.366667,52.366667,http://api.geonames.org/search?type=json&username=jaguillette&featureClass=P&east=44.366667&name=%D0%A1%D1%8B%D0%B7%D1%80%D0%B0%D0%BD%D1%8C&south=50.316667&north=58.316667&west=52.366667&fuzzy=1
1006,673,Сызрань,0.9,,,,,,,,,,,,,,,,58.316667,50.316667,44.366667,52.366667,http://api.geonames.org/search?type=json&username=jaguillette&featureClass=P&east=44.366667&name=%D0%A1%D1%8B%D0%B7%D1%80%D0%B0%D0%BD%D1%8C&south=50.316667&north=58.316667&west=52.366667&fuzzy=0.9
1007,90,Белокурина,1.0,,,,,,,,,,,,,,,,52.7866,48.1597,43.0242,37.234,http://api.geonames.org/search?type=json&username=jaguillette&featureClass=P&east=43.0242&name=%D0%91%D0%B5%D0%BB%D0%BE%D0%BA%D1%83%D1%80%D0%B8%D0%BD%D0%B0&south=48.1597&north=52.7866&west=37.234&fuzzy=1
1008,90,Белокурина,0.9,,,,,,,,,,,,,,,,52.7866,48.1597,43.0242,37.234,http://api.geonames.org/search?type=json&username=jaguillette&featureClass=P&east=43.0242&name=%D0%91%D0%B5%D0%BB%D0%BE%D0%BA%D1%83%D1%80%D0%B8%D0%BD%D0%B0&south=48.1597&north=52.7866&west=37.234&fuzzy=0.9
1009,56,Богородицкой Казанской,1.0,,,,,,,,,,,,,,,,54.837,52.3247,46.7277,41.8373,http://api.geonames.org/search?type=json&username=jaguillette&featureClass=P&east=46.7277&name=%D0%91%D0%BE%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D0%B8%D1%86%D0%BA%D0%BE%D0%B9+%D0%9A%D0%B0%D0%B7%D0%B0%D0%BD%D1%81%D0%BA%D0%BE%D0%B9&south=52.3247&north=54.837&west=41.8373&fuzzy=1
1010,56,Богородицкий Казанский,1.0,,,,,,,,,,,,,,,,54.837,52.3247,46.7277,41.8373,http://api.geonames.org/search?type=json&username=jaguillette&featureClass=P&east=46.7277&name=%D0%91%D0%BE%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D0%B8%D1%86%D0%BA%D0%B8%D0%B9+%D0%9A%D0%B0%D0%B7%D0%B0%D0%BD%D1%81%D0%BA%D0%B8%D0%B9&south=52.3247&north=54.837&west=41.8373&fuzzy=1
1011,56,Богородицкой Казанской,0.9,,,,,,,,,,,,,,,,54.837,52.3247,46.7277,41.8373,http://api.geonames.org/search?type=json&username=jaguillette&featureClass=P&east=46.7277&name=%D0%91%D0%BE%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D0%B8%D1%86%D0%BA%D0%BE%D0%B9+%D0%9A%D0%B0%D0%B7%D0%B0%D0%BD%D1%81%D0%BA%D0%BE%D0%B9&south=52.3247&north=54.837&west=41.8373&fuzzy=0.9
1012,378,Лежнево,1.0,Lezhnevo,21,Ivanovo,RU,2017370,Russia,P,"city, village,...",PPL,populated place,535366.0,56.77508,40.89174,7977.0,Lezhnevo,57.246,54.9145,43.3445,37.8508,http://api.geonames.org/search?type=json&username=jaguillette&featureClass=P&east=43.3445&name=%D0%9B%D0%B5%D0%B6%D0%BD%D0%B5%D0%B2%D0%BE&south=54.9145&north=57.246&west=37.8508&fuzzy=1
1013,227,Жовнин,1.0,,,,,,,,,,,,,,,,51.49413,49.08008,34.35625,29.72503,http://api.geonames.org/search?type=json&username=jaguillette&featureClass=P&east=34.35625&name=%D0%96%D0%BE%D0%B2%D0%BD%D0%B8%D0%BD&south=49.08008&north=51.49413&west=29.72503&fuzzy=1
1014,227,Жовнин,0.9,,,,,,,,,,,,,,,,51.49413,49.08008,34.35625,29.72503,http://api.geonames.org/search?type=json&username=jaguillette&featureClass=P&east=34.35625&name=%D0%96%D0%BE%D0%B2%D0%BD%D0%B8%D0%BD&south=49.08008&north=51.49413&west=29.72503&fuzzy=0.9
