,0,1,2,3,4,5,6,7,8,9
54,1,not_found,not_found,not_found,not_found,not_found,not_found,not_found,http://api.geonames.org/search?north=90&west=-180&type=json&featureClass=P&name=%D0%BA%D0%BB%D0%B8%D0%BC%D0%BE%D0%B2%D0%B8%D1%86%D0%BA&east=180&south=-90&username=jaguillette,geonames
55,1,Kozel'sk,Kaluga,Russia,54.03746,35.77159,543348,RU,http://api.geonames.org/search?north=90&west=-180&type=json&featureClass=P&name=%D0%BA%D0%BE%D0%B7%D0%B5%D0%BB%D1%8C%D1%81%D0%BA&east=180&south=-90&username=jaguillette,geonames
56,1,Nikolayevka,Dnipropetrovsk,Ukraine,47.64108,33.21977,700156,UA,http://api.geonames.org/search?north=90&west=-180&type=json&featureClass=P&name=%D0%BA%D0%BE%D0%B7%D0%B5%D0%BB%D1%8C%D1%81%D0%BA&east=180&south=-90&username=jaguillette,geonames
57,1,Kozlov,Volgograd,Russia,49.7074,42.6563,543182,RU,http://api.geonames.org/search?north=90&west=-180&type=json&featureClass=P&name=%D0%BA%D0%BE%D0%B7%D0%BB%D0%BE%D0%B2&east=180&south=-90&username=jaguillette,geonames
58,1,Kozlov,Voronezj,Russia,49.78111,40.30778,808977,RU,http://api.geonames.org/search?north=90&west=-180&type=json&featureClass=P&name=%D0%BA%D0%BE%D0%B7%D0%BB%D0%BE%D0%B2&east=180&south=-90&username=jaguillette,geonames
59,1,Kozlov,Krasnodarskiy,Russia,45.24639,40.53472,802840,RU,http://api.geonames.org/search?north=90&west=-180&type=json&featureClass=P&name=%D0%BA%D0%BE%D0%B7%D0%BB%D0%BE%D0%B2&east=180&south=-90&username=jaguillette,geonames
60,1,Kozlov,Stavropol'skiy,Russia,45.2194,41.688,543061,RU,http://api.geonames.org/search?north=90&west=-180&type=json&featureClass=P&name=%D0%BA%D0%BE%D0%B7%D0%BB%D0%BE%D0%B2&east=180&south=-90&username=jaguillette,geonames
61,1,Kozlov,Chechnya,Russia,43.72506,45.55625,802419,RU,http://api.geonames.org/search?north=90&west=-180&type=json&featureClass=P&name=%D0%BA%D0%BE%D0%B7%D0%BB%D0%BE%D0%B2&east=180&south=-90&username=jaguillette,geonames
62,1,Kozlov,Volgograd,Russia,49.75812,44.08336,7042180,RU,http://api.geonames.org/search?north=90&west=-180&type=json&featureClass=P&name=%D0%BA%D0%BE%D0%B7%D0%BB%D0%BE%D0%B2&east=180&south=-90&username=jaguillette,geonames
63,1,Kozlov,Volgograd,Russia,49.6287,43.9466,7752131,RU,http://api.geonames.org/search?north=90&west=-180&type=json&featureClass=P&name=%D0%BA%D0%BE%D0%B7%D0%BB%D0%BE%D0%B2&east=180&south=-90&username=jaguillette,geonames
64,1,Kozlov Bereg,Pskov,Russia,58.94917,27.72544,543175,RU,http://api.geonames.org/search?north=90&west=-180&type=json&featureClass=P&name=%D0%BA%D0%BE%D0%B7%D0%BB%D0%BE%D0%B2&east=180&south=-90&username=jaguillette,geonames
65,1,Kozlov,Ternopil,Ukraine,49.55572,25.34422,704540,UA,http://api.geonames.org/search?north=90&west=-180&type=json&featureClass=P&name=%D0%BA%D0%BE%D0%B7%D0%BB%D0%BE%D0%B2&east=180&south=-90&username=jaguillette,geonames
66,1,Kozlov,Karlovarský,Czech Republic,50.28994,13.13484,3073011,CZ,http://api.geonames.org/search?north=90&west=-180&type=json&featureClass=P&name=%D0%BA%D0%BE%D0%B7%D0%BB%D0%BE%D0%B2&east=180&south=-90&username=jaguillette,geonames
67,1,Kozlov,Olomoucký,Czech Republic,49.60394,17.53559,3073015,CZ,http://api.geonames.org/search?north=90&west=-180&type=json&featureClass=P&name=%D0%BA%D0%BE%D0%B7%D0%BB%D0%BE%D0%B2&east=180&south=-90&username=jaguillette,geonames
