,uy_id,result_placename,searched_placename,admin1,country_name,lat,lng,src_id,country_code,url,src,namiest,uezd,partof_id
90,216,Star',стар,Brjansk,Russia,53.62362,34.15183,489271,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
91,216,Star’,стар,Novgorod,Russia,57.3263,32.1938,7094965,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
92,216,Star’,стар,Vitebsk,Belarus,54.9054,29.4266,621540,BY,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
93,216,Star’,стар,Vitebsk,Belarus,54.5603,30.2323,813175,BY,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
94,216,Star’,стар,Vitebsk,Belarus,54.9446,30.6249,8280278,BY,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
95,216,Starogryaznoye,стар,Tambov,Russia,53.25113,41.49454,488828,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
96,216,Starozaimka,стар,Tjumen,Russia,56.51926,66.84142,1490937,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
97,216,Staraya Chemrovka,стар,Altai Krai,Russia,52.66018,85.18175,1491043,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
98,216,Star Chitak,стар,Kŭrdzhali,Bulgaria,41.66667,25.21667,726843,BG,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
99,216,Staryy Saltiv,стар,Kharkiv,Ukraine,50.07619,36.78852,692703,UA,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
100,216,Staryy Pochinok,стар,Vologda,Russia,60.31166,46.18286,487924,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
101,216,Staryye Kamyshly,стар,Bashkortostan,Russia,54.94806,55.76083,488087,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
102,216,Staroye Rogovoye,стар,Kursk,Russia,51.4476,37.9557,488335,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
103,216,Staroye Gorokhovo,стар,Orjol,Russia,52.55016,36.16757,488450,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
104,216,Staraya Racheyka,стар,Samara,Russia,53.3781,48.0221,489096,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
105,216,Staraya Ivantsovka,стар,Volgograd,Russia,50.03876,46.71151,489205,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
106,216,Staraya Chigla,стар,Voronezj,Russia,51.2866,40.3842,489232,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
107,216,Staraya Sama,стар,Sverdlovsk,Russia,60.20333,60.37472,1493156,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
108,216,Staryy Togul,стар,Altai Krai,Russia,53.4291,85.9006,1490913,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
109,216,Staryy Mayzass,стар,Novosibirsk,Russia,56.59159,76.85986,1490919,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
110,216,Staroye Shadrino,стар,Tjumen,Russia,56.1624,65.8713,1490939,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
111,216,Staryy Ukyrchelon,стар,Respublika Buryatiya,Russia,50.5451,104.9156,2014499,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
112,216,Staryy Durulguy,стар,Zabaykalsky,Russia,50.46667,114.3,2016051,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
113,216,Staraya Kurba,стар,Respublika Buryatiya,Russia,52.00616,108.51801,2016085,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
114,216,Staroye Gvozdino,стар,Tverskaya,Russia,57.93629,37.05096,488445,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
115,216,Staroturbasly,стар,Bashkortostan,Russia,54.94453,56.11892,488599,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
116,216,Staryy Merchyk,стар,Kharkiv,Ukraine,49.98147,35.75904,692709,UA,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
117,216,Staraya Stepanovka,стар,Penza,Russia,53.76358,45.16493,487701,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
118,216,Staryy Vershaut,стар,Penza,Russia,52.53139,45.775,487866,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
119,216,Staryy Utchan,стар,Udmurtiya,Russia,56.16434,52.33944,487870,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
120,216,Staryy Tor”yal,стар,Mariy-El,Russia,56.96194,48.78917,487880,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
121,216,Staryy Studenets,стар,Tatarstan,Russia,54.88232,48.26127,487889,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
122,216,Staryy Sokulak,стар,Orenburg,Russia,52.05657,56.4057,487892,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
123,216,Staryy Shagirt,стар,Perm,Russia,56.45223,55.20033,487901,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
124,216,Staryy Picheur,стар,Ulyanovsk,Russia,52.87202,47.06011,487925,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
125,216,Staryy Mutebash,стар,Bashkortostan,Russia,56.22243,56.2821,487932,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
126,216,Staryy Kych,стар,Udmurtiya,Russia,57.5339,53.7207,487945,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
127,216,Staryy Kurdym,стар,Bashkortostan,Russia,56.254,55.4899,487951,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
128,216,Staryy Kryazhim,стар,Penza,Russia,53.07421,46.19278,487956,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
129,216,Staryy Iryuk,стар,Kirov,Russia,56.5585,50.5603,487983,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
130,216,Staryye Turdaki,стар,Mordoviya,Russia,53.91563,45.48107,488018,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
131,216,Staryye Maklaushi,стар,Ulyanovsk,Russia,54.4556,47.4595,488062,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
132,216,Staryye Kazanchi,стар,Bashkortostan,Russia,56.20565,56.22428,488080,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
133,216,Staryye Chukaly,стар,Chuvashia,Russia,54.7128,47.20327,488105,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
134,216,Staryye Chukaly,стар,Tatarstan,Russia,54.6488,47.5409,488106,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
135,216,Staryye Arti,стар,Sverdlovsk,Russia,56.31935,58.59195,488129,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
136,216,Staryye Algashi,стар,Ulyanovsk,Russia,54.6577,47.7367,488130,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
137,216,Staryy Dvor,стар,Vladimir,Russia,56.28563,40.18315,488133,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
138,216,Staryy Chukhlem,стар,Komi Republic,Russia,61.23758,50.17686,488140,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
139,216,Staryy Chirchim,стар,Penza,Russia,52.76747,46.36169,488141,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
140,216,Staryy Chad,стар,Perm,Russia,56.9269,55.4279,488143,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
141,216,Staryy Bereznyak,стар,Udmurtiya,Russia,56.33239,52.44066,488159,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
142,216,Staryy Atlash,стар,Ulyanovsk,Russia,52.78719,47.30758,488165,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
143,216,Staryy Ashit,стар,Tatarstan,Russia,56.34685,49.66425,488166,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
144,216,Staryy Amanak,стар,Samara,Russia,53.70596,51.96943,488169,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
145,216,Staroye Zakharkino,стар,Penza,Russia,52.90111,45.23799,488223,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
146,216,Staroye Terizmorgo,стар,Mordoviya,Russia,54.26032,44.53154,488269,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
147,216,Staroye Selo,стар,Tverskaya,Russia,57.27105,32.79501,488312,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
148,216,Staroye Pogorelovo,стар,Ulyanovsk,Russia,54.12281,46.85839,488349,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
149,216,Staroye Opokino,стар,Vladimir,Russia,55.73242,40.90838,488369,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
150,216,Staroye Drakino,стар,Mordoviya,Russia,53.895,43.95111,488467,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
151,216,Staroye Churilino,стар,Tatarstan,Russia,56.02702,49.72911,488472,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
152,216,Staroye Chirkovo,стар,Ulyanovsk,Russia,52.89686,46.96996,488474,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
153,216,Staroye Bryzgovo,стар,Novgorod,Russia,58.36085,34.28562,488483,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
154,216,Staroye Badikovo,стар,Mordoviya,Russia,53.84005,42.69783,488504,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
155,216,Starovaryash,стар,Bashkortostan,Russia,56.0856,55.2872,488592,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
156,216,Starotarbeyevo,стар,Tambov,Russia,52.8541,40.3268,488614,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
157,216,Staroshaygovo,стар,Mordoviya,Russia,54.30763,44.47281,488638,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
158,216,Staraya Mushta,стар,Bashkortostan,Russia,55.80256,54.24031,488736,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
159,216,Staro-Khmelevoye,стар,Tambov,Russia,52.7964,40.5276,488798,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
160,216,Starokalkash,стар,Bashkortostan,Russia,53.48395,55.39366,488813,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
161,216,Staryy Akbulyak,стар,Bashkortostan,Russia,55.89249,56.74173,488904,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
162,216,Staraya Zhukovka,стар,Saratov,Russia,52.20002,46.5185,488999,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
163,216,Staraya Tushka,стар,Kirov,Russia,56.74419,50.50565,489033,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
164,216,Staraya Topovka,стар,Saratov,Russia,50.97355,45.31427,489044,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
165,216,Staraya Tolkovka,стар,Penza,Russia,53.43887,43.46955,489046,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
166,216,Staraya Porubezhka,стар,Saratov,Russia,52.0589,49.1863,489101,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
167,216,Staraya Omga,стар,Udmurtiya,Russia,56.57493,51.24843,489121,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
168,216,Staraya Kriusha,стар,Voronezj,Russia,50.1997,41.1507,489165,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
169,216,Staraya Kalitva,стар,Voronezj,Russia,50.13853,39.98449,489202,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
170,216,Staraya Ivanovka,стар,Saratov,Russia,51.5969,44.57164,489208,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
171,216,Staraya Fëdorovka,стар,Mordoviya,Russia,54.48997,44.7567,489220,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
172,216,Staraya Chuncha,стар,Udmurtiya,Russia,56.98613,51.97565,489229,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
173,216,Staraya Berëzovka,стар,Nizjnij Novgorod,Russia,55.49138,45.72576,489251,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
174,216,Staraya Avgura,стар,Mordoviya,Russia,54.29514,44.2139,489256,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
175,216,Staryy Tyazhin,стар,Kemerovo,Russia,56.13746,88.57028,1490911,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
176,216,Staryy Katysh,стар,Khanty-Mansiyskiy Avtonomnyy Okrug,Russia,59.45,66.8,1490924,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
177,216,Staryy Arlyuk,стар,Kemerovo,Russia,55.46667,84.83333,1490932,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
178,216,Starotaraba,стар,Altai Krai,Russia,53.4017,85.4819,1490949,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
179,216,Staryy Karapuz,стар,Novosibirsk,Russia,55.06943,78.90713,1490988,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
180,216,Staraya Berëzovka,стар,Tomsk,Russia,58.98389,79.54813,1491046,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
181,216,Staraya Azhinka,стар,Altai Krai,Russia,52.6388,86.3905,1491049,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
182,216,Staryy Chindant,стар,Zabaykalsky,Russia,50.55,115.55,2016054,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
183,216,Staroye Tataurovo,стар,Respublika Buryatiya,Russia,52.1,107.46667,2016059,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
184,216,Staraya Zardama,стар,Zabaykalsky,Russia,50.7547,108.1802,2016081,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
185,216,Staryy Kuzluk,стар,Udmurtiya,Russia,57.29873,51.35465,856833,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
186,216,Staryy Koytas,стар,,Kazakhstan,52.89801,72.51888,1533571,KZ,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
187,216,Staraya Salaus',стар,Tatarstan,Russia,56.3656,50.3253,499295,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
188,216,Staryy Akul'shet,стар,Irkutsk,Russia,56.0138,98.0643,1490934,RU,http://api.geonames.org/search?type=json&south=38.6&username=jaguillette&featureClass=P&east=180&name=%D1%81%D1%82%D0%B0%D1%80&north=78.0&west=24.8,geonames,нот_ин_теxт,стар,0
